CUST_NO,AGE,CHILDREN_CNT,CUST_START_DT,EDU_CODE,GENDER_CODE,INCOME_RANGE_CODE,WORK_MTHS,CreditCard_b,ForEx_b,Trust_b,Loan_b,cc_BuyFreq,fx_BuyFreq,ln_BuyFreq,wm_BuyFreq
MN0HWD6CO5DP1EE4,4.0,0.0,3597.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
SM1M5GTB6B-TLVSG,4.0,0.0,6909.0,3.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZYP_5F53PEHCNVCY,3.0,0.0,4250.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LA4POBV_5XPEOZ1O,4.0,0.0,1668.0,3.0,0.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S8S0-EVCYHTL-K5Q,3.0,0.0,3737.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_5E0E3KN8OCFWHES,4.0,2.0,4076.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEZO9KKIQFNEVN7U,3.0,0.0,2309.0,4.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
UDYGBDZMMUS_B4ZK,4.0,0.0,736.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4A--6X8VAP2FEEVA,4.0,0.0,3153.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SS5BN_MFXDR-R03A,4.0,0.0,4676.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7NGTSHE_YHIJFLIO,3.0,0.0,3809.0,3.0,1.0,2.0,1.0,21.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
DWXXQL1UD8FCJWOA,3.0,0.0,3409.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7MWQGUF8PJXN1TTY,4.0,0.0,2154.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RDACSRIKTVARBV8Q,4.0,0.0,4065.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KE4SPHAKAGDA-D4Y,3.0,0.0,7810.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,6.0
F6EVOQMA64BN0GPA,4.0,0.0,3290.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_9JLVEYSLXR0P8NS,4.0,0.0,4753.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHYJYABP8FEFNUCK,4.0,0.0,8477.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPV-T4HOTBPUZSA8,4.0,0.0,7771.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
CSR7OKUXT3HUD91A,4.0,0.0,1993.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
IFCVFC1QAGTG1JDG,3.0,0.0,719.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
W4JIPDHDXKMVAFZW,4.0,0.0,105.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0
-AHL0RSBVW3Q1_Y0,4.0,0.0,791.0,5.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U4RSUKCUCQEHNWFO,4.0,0.0,5504.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
RLPKGFXCNU3LCLAO,3.0,0.0,2329.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3GJ0X139M6VF8CZ4,4.0,0.0,2882.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
KZAK4B-SHVSRQXWW,4.0,0.0,3879.0,3.0,0.0,3.0,1.0,0.0,15.0,0.0,4.0,0.0,4.0,0.0,1.0
-QTCCYZV499GUX9M,4.0,0.0,3316.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
BZO1LLA1P_QRT4KK,4.0,0.0,7050.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZB5NQMF3_HDNC88,4.0,0.0,3731.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
JVTZYYD96CXCOVKQ,4.0,0.0,3296.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OVWEKNM3LTCU02VC,3.0,0.0,3961.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHR5V_RQOJQ9KM8S,4.0,0.0,2322.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
ZSMXF7RQCPPEGBCE,4.0,0.0,8275.0,5.0,0.0,2.0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0
4-JEQPRYME1TQRVU,4.0,0.0,2959.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
0GDPMVEGTKVVH4V0,3.0,0.0,3579.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SQG3IMKGVNZPUDBY,4.0,0.0,2737.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
BFK9JBQLSJXCWWUA,3.0,0.0,4403.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
7BYHT3TH30AWA8TU,3.0,0.0,4273.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,3.0
Y1Z6UL5YZUXEGEB0,4.0,0.0,4555.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
LA8LQCQJBLCTERDU,4.0,0.0,6372.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
IOKFUGTGMLMU4LHM,3.0,0.0,6034.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F4VTJJM3L6KYKG8Q,3.0,0.0,8602.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
AX91BVEKPPHH7HXQ,4.0,0.0,4688.0,4.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
V0_2PM1RJAEWAYLQ,3.0,0.0,2031.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIC9P9BI0FYIWYE4,3.0,0.0,7499.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1PEW_REZWCEBPME,4.0,0.0,1700.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SSSTFV1HEOQR4N9M,4.0,0.0,1973.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6DRDL9XF-FE1ET8C,3.0,0.0,3302.0,4.0,0.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QXVF81OKGKLT2XV4,3.0,0.0,5448.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
M_NGECZIEQVDCHYK,3.0,0.0,4809.0,4.0,0.0,1.0,1.0,8.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
HYNFQ8KQ3FP3-X-A,4.0,0.0,2933.0,4.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
WIJZ4Q-NSOAWZL9C,4.0,0.0,3423.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_E7BNH9JAURCIDU,4.0,0.0,8140.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
UKT2HA2P2-G3HYZO,4.0,0.0,3234.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR6JJOAZVMIGX3Q,4.0,0.0,7324.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FQRIWMH1ANBTPDWQ,3.0,0.0,4555.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
QTGWRKCOPSJZJD24,4.0,0.0,4555.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A2V3UXSY5PUWRSUS,3.0,0.0,4595.0,5.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
ZVOAV5UQQMXM6ZFI,4.0,0.0,4581.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y6SY3QVVT34IY2HY,4.0,0.0,4555.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDB6F5TT0OGACAVI,3.0,0.0,7442.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EP3N4A1GY3NLL0NK,3.0,0.0,2690.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
A7CWRVSARY6Z22NG,4.0,0.0,2920.0,3.0,0.0,2.0,1.0,0.0,90.0,0.0,9.0,1.0,1.0,0.0,1.0
T4DGDALGDOVKYQUM,4.0,0.0,2590.0,5.0,0.0,2.0,1.0,2.0,6.0,0.0,6.0,1.0,8.0,0.0,1.0
WLCOHEM7QBZXIUFI,3.0,0.0,7799.0,4.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
6NXMSZQZXSDUU0VQ,3.0,0.0,4555.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XMLCUUVEWV3704HU,3.0,0.0,6516.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LEFQI1FZMO_IIE28,3.0,0.0,1777.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FWIRXBUMCY8HIOT4,4.0,0.0,4555.0,4.0,0.0,1.0,1.0,0.0,11.0,0.0,2.0,0.0,12.0,0.0,0.0
LKR5RE0VPZ4VXOY4,3.0,0.0,4555.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVTAQ9NPOEXYDUFA,3.0,0.0,7232.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
VAWTFSIL63IQRFPO,3.0,0.0,4171.0,3.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_9JFIRLC74EITYRS,4.0,0.0,4074.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L27LARDPMLZXX24Q,3.0,0.0,4555.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8OBJEE-NG4MHDCJ0,4.0,0.0,1674.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
VOGG0A1B9BNS8YQQ,3.0,0.0,6026.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVPPZ5JTWDE8NYUW,4.0,0.0,2954.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
FUBGHNHTOLEKPC60,3.0,0.0,4555.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYSAUEWIPIPYMHNC,3.0,0.0,7223.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J7BUZNBDIX4PQLHK,3.0,0.0,4555.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
BRNTPNNVS9K4JTWI,4.0,0.0,4555.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9I-J1HVNVBAE1EFU,4.0,0.0,2185.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3F_P80W4D2HBZV4C,4.0,0.0,4555.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FTVBI2M0SORPUKSU,4.0,0.0,1722.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7JAMIB_I511PH4RQ,4.0,0.0,4595.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
PMXCAVQCPKUCJYO8,4.0,0.0,4691.0,4.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TEKCQWKFB5W6Z0NG,4.0,0.0,2959.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
O3OLYRY9WARNBI94,4.0,0.0,4426.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEUVANQUQDNVYAQK,4.0,0.0,6244.0,4.0,0.0,1.0,1.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
BOEK8IDYTNP0CNXS,4.0,0.0,4090.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0X5HF2LBHXCXSEI,4.0,0.0,7100.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQH7UMHOARM47Q94,4.0,0.0,4233.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
6BN0OXZWCVYBIWEI,4.0,0.0,8378.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO7TQJ24B8WRE7E0,4.0,0.0,3143.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEQOXUT8VB4N3JOQ,4.0,0.0,4291.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L-IBBUBWFPOU65WM,4.0,0.0,2497.0,4.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
EKS8DYOK43GCLUCS,3.0,0.0,3131.0,3.0,0.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
O8YTDNCJ9JUJNJ-G,4.0,0.0,3465.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I5LNME8ZHDIWJ2-Y,4.0,0.0,3820.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
IKUSAQ7VPBEHLPDY,4.0,0.0,3968.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYUI7IVATKQP7BKI,4.0,0.0,3338.0,4.0,0.0,1.0,1.0,1.0,85.0,0.0,22.0,1.0,4.0,0.0,0.0
CNVBL-PABI5YHZBC,4.0,0.0,4937.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
6QTFR4BVKHLKPEMO,4.0,0.0,2869.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0ACVLLC0M7C_3KDQ,4.0,0.0,7905.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UFYN-DMU9T5OCIXE,4.0,0.0,3192.0,4.0,1.0,3.0,2.0,1.0,18.0,0.0,4.0,0.0,2.0,0.0,0.0
QR0JSIKTAQDDQGAE,4.0,0.0,4307.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
0Z2RPP98WIDH2NFG,4.0,0.0,6155.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBAI5SZYK6YER5L4,4.0,0.0,9119.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JGJVPJU04EODSQAO,4.0,0.0,3610.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
UMURKTBG2VCS4I9C,3.0,0.0,9077.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
FSN43F_5QLFCC8PO,4.0,0.0,9276.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2TWDUVTQZU_YCGE4,3.0,0.0,9238.0,6.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WJOH4JWDKQWBVQ6Q,3.0,0.0,8870.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6HXMLWXJUDU7DIXY,4.0,0.0,8889.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
P8ZYCYDAQWDJCP9O,4.0,0.0,6818.0,3.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-6YDOJQ-RHT2Q8I,4.0,0.0,9520.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
YYX4AAOMVVEXOJCK,4.0,0.0,994.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
KHSUTRZH6YCHHSXM,3.0,0.0,7481.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B_WKEXODPHJDQ5GY,3.0,0.0,3057.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RKQKTUXCNR-LMY78,4.0,0.0,8442.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0
S_IMOMOULEAY3KBQ,4.0,0.0,2893.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y5GXJUO8BXMJRDTY,3.0,0.0,2870.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSG-NAQWIT6KT2OI,4.0,0.0,3193.0,4.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
GJSZOKMO6VAEHQ0K,4.0,0.0,3985.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
X5G7K_-C2UKMCMII,4.0,0.0,5276.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KKVCBKQ3GRLGKULK,4.0,0.0,3159.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
NHHQ-HMY4CO0NQL0,3.0,0.0,4832.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
N2ZW2PX4TZZ5X_U4,4.0,0.0,2863.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
NDVXQFNRJZVYEA0Y,4.0,0.0,7688.0,4.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NDCUIIJASZ8E9JYE,4.0,0.0,3964.0,4.0,0.0,1.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZMNAW1ZTEBLIL4O,4.0,0.0,6264.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
YCTPXVEXMZ7EMD_G,4.0,0.0,7684.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TI7ACKSSUI7IP_RE,4.0,0.0,6151.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z5CJ7QO24UYHKXYW,4.0,0.0,3730.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
T1TYSAXHCSBIMC3A,3.0,0.0,1980.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
B757MPTHC6AGXR4E,2.0,0.0,5280.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0
OUWUU0LGENLXKOPC,3.0,0.0,3348.0,3.0,0.0,1.0,1.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0
X33G3JQYAIT1ISWY,4.0,0.0,2919.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F2KO7DWV-QPCOEAY,4.0,0.0,3935.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ULWHV_C-XWBPCEHS,3.0,1.0,4618.0,4.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I45TXCPRX6BKCGA8,4.0,4.0,4438.0,6.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELKP_TAWZD2_PDTS,4.0,0.0,3978.0,5.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZDLVEXNMX5U7DKNG,4.0,0.0,3551.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
VKYXPHWIIBQV-SPC,3.0,0.0,9526.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SF7KHAXJFDN4RZZ8,3.0,0.0,3555.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
MUG45F05X0LHZI8G,3.0,0.0,3354.0,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOJ439M8REFI3MN4,2.0,0.0,6664.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QSSJCPCCABGA_1ZG,1.0,0.0,9078.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J3FLGW0WP3LAXUYE,2.0,0.0,5543.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
GWDQEUC9-NHD8EKC,2.0,0.0,6447.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02N7ZYYYE7DCSLWK,1.0,0.0,9549.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MGBBRAHFOFZEFJC4,2.0,0.0,7323.0,5.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-MAXJYYE1CEGYZVQ,2.0,0.0,9539.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
1IYNCB9YEHS0WAY8,1.0,0.0,8554.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9P-LK54TIJU0QZL4,2.0,0.0,6323.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JWR7MVCABBSWL-WO,1.0,0.0,7260.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
RNAPUI01AQ44NCAY,1.0,0.0,7460.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA0VIORDQSETHIW,2.0,0.0,8682.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
PMAHXIEIEIR2301S,2.0,0.0,6155.0,3.0,1.0,1.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
U0EJOKWVSSJODSKA,2.0,0.0,8519.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWDQGPGSISH1B8UG,2.0,0.0,7084.0,3.0,1.0,1.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
DQ0HBRPYQT0ZFQPK,1.0,0.0,8636.0,5.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
7CV1FLWGIY2RXXRS,2.0,0.0,5151.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LXZFQUYGY4YJSM4S,1.0,0.0,7468.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E0U93G7ZNKZHZQGK,2.0,0.0,6889.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FQI0AD_F9FYXSQXS,1.0,0.0,7345.0,3.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
291VROCJT4I0S8Y0,2.0,0.0,4555.0,3.0,0.0,1.0,1.0,0.0,572.0,0.0,1.0,0.0,5.0,0.0,0.0
ZWFOY_DBWHZLQQSO,1.0,0.0,8314.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNWO1CN8DGVKVKNO,2.0,0.0,5922.0,2.0,0.0,1.0,1.0,18.0,51.0,0.0,4.0,1.0,9.0,0.0,0.0
QJVN_FX1DYEPM4BE,2.0,0.0,8548.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
7GMBGZQ1X0YBHLVQ,1.0,0.0,4555.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
_IS51HI1T69CBTYI,1.0,0.0,8944.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-_83C-ZYWFWCO2T0,2.0,0.0,7005.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
QQC7ITTBGKA2W-EK,1.0,0.0,8933.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6ALIQB8ZLRMJE3W,1.0,0.0,7686.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KV3DCQLZWYEFEGOQ,2.0,0.0,7412.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
